,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
4406,3,6,5,9,4,11,3,2,6,8,2,6,1,8,6,9,0
4407,4,11,5,8,5,8,7,8,6,7,6,8,3,8,3,8,13
4408,4,9,5,6,2,3,7,8,2,7,6,11,4,8,2,11,11
4409,3,6,4,4,4,6,7,6,3,6,5,7,2,8,6,6,24
4410,3,5,4,4,3,6,8,3,7,8,7,8,3,9,7,6,21
4411,5,9,7,7,3,6,4,1,9,8,2,10,0,7,2,8,15
4412,5,10,7,7,8,6,7,3,6,7,7,10,5,8,5,6,21
4413,1,3,2,2,1,11,6,1,6,11,3,7,0,7,0,8,25
4414,5,7,7,5,6,7,9,4,6,10,6,6,3,7,6,8,24
4415,5,7,7,6,7,8,7,2,5,7,6,8,3,9,8,8,16
4416,4,7,5,5,3,7,7,6,10,7,7,9,3,8,6,8,12
4417,7,13,6,8,4,7,8,2,7,12,6,7,3,8,5,5,21
4418,3,4,4,6,2,3,6,6,11,7,7,15,0,8,7,7,12
4419,8,12,6,6,3,7,8,6,5,9,5,7,4,9,5,9,13
4420,2,4,3,3,1,4,9,5,7,11,9,12,1,9,2,7,22
4421,5,10,6,8,6,9,6,5,9,8,5,7,1,7,7,8,0
4422,5,9,6,7,6,7,5,11,1,7,9,8,9,5,2,8,7
4423,5,8,7,6,8,8,6,5,3,8,5,8,4,9,10,9,2
4424,3,6,4,4,3,8,7,6,7,10,4,6,3,8,3,8,8
4425,2,4,4,3,3,6,7,1,6,10,7,10,3,8,2,8,11
4426,2,9,2,7,2,7,7,0,8,7,6,8,0,8,3,8,18
4427,5,7,8,5,4,3,7,2,7,10,11,12,3,8,4,5,11
4428,3,5,4,3,3,5,7,4,7,7,6,10,6,8,4,9,11
4429,5,11,4,6,2,9,6,4,6,10,5,9,1,10,7,9,12
4430,4,4,4,5,2,5,10,8,4,7,4,8,3,7,6,11,6
4431,3,8,5,6,3,5,11,3,4,8,12,9,2,10,1,8,9
4432,5,5,6,8,2,8,4,15,6,7,14,8,3,9,0,8,20
4433,4,6,7,4,3,9,7,2,8,11,3,7,3,8,4,9,16
4434,5,11,5,6,3,6,8,4,3,13,8,8,3,10,3,8,2
4435,4,10,6,7,8,7,8,3,6,5,6,10,5,11,8,8,15
4436,2,3,3,2,2,9,6,4,6,10,5,6,2,8,2,8,8
4437,2,1,2,1,1,5,11,7,2,9,6,4,1,9,3,8,1
4438,2,6,2,4,2,6,8,8,4,7,5,7,2,7,4,10,6
4439,5,9,8,7,5,7,7,6,7,7,6,5,6,8,4,7,3
4440,3,8,4,6,3,10,7,0,7,11,3,6,0,7,1,7,25
4441,4,8,4,6,3,8,7,12,1,6,9,8,8,6,0,8,7
4442,3,6,4,5,4,5,6,3,5,7,6,11,4,10,6,9,22
4443,4,6,5,4,4,6,6,8,6,6,6,9,2,8,4,10,15
4444,4,6,5,4,6,8,6,4,2,8,7,9,7,9,4,8,9
4445,3,4,5,3,2,6,10,2,6,13,6,4,1,10,3,7,4
4446,2,4,4,3,2,9,2,2,2,9,2,8,2,6,3,8,10
4447,2,2,4,4,2,7,10,1,7,7,11,8,1,11,2,8,17
4448,4,10,6,7,2,9,8,4,3,6,14,8,3,10,0,8,9
4449,4,9,5,6,5,7,6,10,1,7,8,8,8,4,1,7,7
4450,6,11,8,8,5,7,8,6,6,7,7,5,7,10,3,4,5
4451,9,11,7,6,3,7,11,6,5,8,10,4,5,12,3,9,9
4452,5,10,6,7,3,8,8,9,8,7,7,8,3,8,4,8,13
4453,4,8,5,6,2,5,10,2,2,8,12,8,2,11,0,8,17
4454,7,10,7,7,6,8,6,7,5,10,5,11,5,7,5,6,13
4455,4,9,6,6,5,6,5,3,3,4,1,6,4,5,4,6,10
4456,3,7,3,5,4,6,7,7,5,7,6,7,2,8,7,10,24
4457,2,1,2,2,1,7,6,10,0,7,8,8,6,6,0,8,7
4458,6,9,6,6,3,3,10,3,7,11,11,6,1,11,3,5,17
4459,8,10,11,7,5,11,7,3,6,11,0,3,6,9,2,8,5
4460,3,7,4,5,3,8,8,5,7,5,6,8,0,8,8,8,2
4461,4,9,7,7,5,8,5,2,4,6,1,5,3,5,4,5,10
4462,8,10,9,8,6,3,8,5,8,9,8,10,6,9,4,3,20
4463,7,11,7,8,6,3,10,2,3,10,10,8,8,10,2,6,19
4464,0,0,1,0,0,6,7,6,4,7,6,8,1,8,5,10,24
4465,5,11,4,6,3,9,6,3,5,11,4,8,3,9,7,11,12
4466,9,15,8,8,4,6,11,6,4,10,10,4,5,12,3,9,9
4467,3,10,5,7,1,7,15,0,6,7,11,8,0,8,0,8,21
4468,6,9,8,8,9,7,8,6,5,7,6,7,6,11,8,11,9
4469,5,9,5,6,5,5,7,8,6,5,4,6,3,8,4,9,8
4470,1,0,1,1,0,8,7,4,6,5,6,7,0,8,7,8,2
4471,4,2,5,4,3,5,10,5,4,10,8,4,1,10,3,7,1
4472,3,8,4,6,1,0,1,6,6,0,0,6,0,8,0,8,15
4473,4,9,5,7,3,5,7,10,8,7,6,5,3,8,4,8,8
4474,5,7,8,5,4,11,7,3,5,11,0,4,5,9,1,7,5
4475,5,10,7,8,8,7,7,6,6,7,6,9,3,8,4,8,3
4476,1,0,1,1,0,5,7,7,5,6,6,6,2,8,2,8,8
4477,2,5,3,4,2,7,4,1,8,8,2,10,0,7,2,8,15
4478,4,10,6,7,8,7,7,3,5,6,7,10,6,10,7,4,15
4479,6,12,6,6,4,10,5,4,6,11,4,8,3,8,8,11,14
4480,5,9,6,7,3,10,6,1,7,14,3,7,0,7,0,8,25
4481,5,6,5,4,2,4,11,2,3,9,11,7,2,10,1,7,9
4482,4,5,5,4,2,4,8,5,7,11,10,12,1,9,3,7,22
4483,6,9,8,7,8,7,7,5,5,6,7,8,9,7,3,7,7
4484,7,9,7,5,3,6,9,5,3,8,7,5,5,12,3,9,9
4485,5,9,7,8,7,7,6,4,4,6,7,8,4,8,1,8,20
4486,9,13,6,7,3,8,7,7,7,11,5,8,2,9,5,9,22
4487,1,3,3,2,2,8,7,2,5,10,5,7,2,8,3,9,24
4488,2,7,3,5,2,4,4,4,7,2,1,6,1,6,1,6,15
4489,1,1,2,1,0,7,14,1,5,7,11,8,0,8,0,8,21
4490,5,11,8,8,6,7,8,4,7,4,7,9,6,9,1,8,20
4491,1,3,3,2,1,9,6,4,6,10,4,6,2,8,2,8,8
4492,2,7,3,5,2,1,11,3,5,11,11,9,0,8,2,7,4
4493,4,6,4,4,3,8,7,7,6,9,5,7,3,8,3,8,13
4494,6,8,9,6,4,3,9,3,7,11,11,11,4,7,3,6,11
4495,4,8,5,6,5,8,6,6,4,6,7,8,8,5,2,7,7
4496,4,8,5,9,5,8,7,7,3,8,7,10,3,9,6,8,14
4497,2,4,4,2,3,9,7,2,6,11,5,7,4,7,5,9,24
4498,4,11,5,8,4,7,7,0,7,13,6,8,0,8,1,8,18
4499,3,6,5,4,2,10,6,1,7,14,3,7,0,8,0,8,25
4500,2,4,4,3,2,9,6,3,5,10,4,6,3,7,3,8,8
4501,4,2,5,4,3,7,7,3,9,6,6,7,2,8,6,7,16
4502,7,11,9,8,6,9,8,4,7,9,3,7,3,6,5,11,6
4503,4,7,5,5,3,7,6,8,4,8,5,10,3,8,3,8,13
4504,3,5,5,4,3,9,6,4,6,10,4,5,2,8,3,8,8
4505,7,9,9,8,9,10,7,4,7,7,6,8,5,9,8,12,2
4506,4,7,6,10,7,8,9,5,1,8,6,6,5,11,10,6,3
4507,3,7,4,5,3,7,6,7,7,7,4,11,1,8,5,11,23
4508,2,7,4,5,2,12,4,4,3,11,1,8,2,6,2,8,10
4509,5,10,7,8,4,4,9,1,8,11,12,9,1,11,2,6,17
4510,5,9,8,7,11,8,6,3,2,8,4,8,13,6,3,7,7
4511,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,18
4512,6,8,4,11,3,6,10,3,4,13,5,5,3,8,7,8,25
4513,2,4,3,3,2,8,7,3,7,10,5,8,1,9,4,8,2
4514,4,10,5,9,3,8,6,9,7,5,5,8,3,8,4,8,14
4515,3,7,4,5,3,7,7,7,6,6,6,9,1,8,5,11,23
4516,3,3,4,5,4,8,7,7,3,5,7,9,3,8,5,10,14
4517,10,15,9,8,6,9,5,4,7,9,5,7,6,10,6,8,8
4518,3,7,4,5,3,8,7,7,5,6,7,9,2,7,5,11,23
4519,7,10,8,8,4,3,9,6,7,12,11,9,3,9,2,7,20
4520,2,0,2,1,0,8,5,11,4,7,13,8,3,10,0,8,20
4521,3,6,4,4,3,7,6,12,1,7,8,8,3,9,0,8,3
4522,3,6,4,4,3,8,8,8,5,6,7,9,3,8,4,6,20
4523,3,5,4,6,2,8,8,7,5,5,8,9,3,8,5,9,14
4524,3,5,4,3,3,7,7,5,8,6,5,8,2,8,6,9,12
4525,4,4,6,7,1,9,8,5,3,6,14,8,3,9,0,8,9
4526,7,11,6,6,3,10,2,4,4,12,5,13,2,7,5,9,15
4527,4,6,4,4,2,4,12,1,2,9,10,7,2,11,0,8,9
4528,3,3,4,5,3,8,8,7,2,5,7,9,2,9,5,9,14
4529,4,8,4,6,2,3,6,6,11,7,7,15,0,8,7,7,12
4530,6,7,6,5,4,6,10,1,10,11,9,5,0,10,3,4,21
4531,10,15,6,8,3,7,8,6,7,12,6,7,2,9,5,8,22
4532,4,7,5,5,3,7,10,6,4,11,5,4,1,10,3,8,1
4533,5,10,5,8,4,8,7,8,5,10,5,8,3,8,3,8,13
4534,6,9,9,7,5,6,8,1,8,10,9,9,3,9,3,6,16
4535,3,8,5,6,3,11,3,3,2,10,2,9,2,7,3,9,10
4536,7,10,7,7,4,6,7,6,8,13,8,12,3,11,5,5,22
4537,4,9,5,7,4,7,4,1,7,8,2,9,1,6,2,8,15
4538,3,10,4,8,5,6,8,5,9,7,7,9,2,9,7,8,0
4539,5,10,3,5,2,7,8,7,5,11,6,9,2,9,5,9,22
4540,7,11,7,8,6,6,12,5,5,11,8,4,3,12,2,4,21
4541,2,7,3,4,1,7,7,4,4,7,6,8,3,8,4,8,16
4542,5,8,5,6,2,7,4,14,5,7,14,8,3,9,0,8,20
4543,3,7,5,5,3,8,8,5,7,4,8,8,3,9,0,7,20
4544,2,2,3,4,2,8,7,5,9,6,6,8,1,8,7,8,0
4545,6,10,6,7,3,4,10,1,8,10,10,5,2,12,4,3,17
4546,4,8,6,6,6,6,8,5,4,7,5,8,4,6,9,9,11
4547,3,6,4,4,4,7,5,10,0,6,8,8,6,5,0,7,7
4548,8,12,7,6,4,8,8,2,5,10,5,6,3,8,7,8,4
4549,3,7,5,5,4,5,10,2,2,8,9,9,7,11,1,8,19
4550,5,10,7,8,6,8,7,3,5,6,7,6,4,10,10,9,16
4551,2,7,4,5,5,8,8,3,4,6,6,9,5,11,6,5,15
4552,3,5,4,3,1,4,12,4,4,11,11,7,2,11,1,8,9
4553,6,10,7,8,4,8,7,4,8,11,6,7,2,8,5,8,2
4554,5,9,7,7,6,10,6,3,7,10,3,6,5,7,4,9,8
4555,6,11,8,8,7,7,7,8,5,7,6,7,6,7,3,9,5
4556,5,7,8,5,6,9,7,2,4,9,5,7,7,6,2,8,7
4557,5,12,5,7,3,10,2,3,4,12,4,11,2,8,4,10,15
4558,5,6,7,6,6,7,9,5,8,7,7,7,3,11,7,7,21
4559,5,10,6,8,4,9,5,3,10,11,3,10,1,8,6,10,0
4560,5,9,6,7,6,6,10,5,4,9,6,8,5,9,7,11,4
4561,4,10,5,7,2,7,7,5,4,7,6,8,3,8,4,8,16
4562,1,3,2,2,1,6,10,1,5,7,11,9,1,11,1,8,17
4563,6,10,5,5,3,4,12,6,1,12,6,4,3,10,4,8,1
4564,2,4,4,6,3,11,5,3,4,9,3,7,2,7,6,8,0
4565,3,9,4,6,2,7,7,14,2,5,6,8,5,8,0,8,5
4566,5,9,7,7,7,7,9,6,3,5,5,10,4,8,7,8,23
4567,3,7,4,5,1,7,7,3,7,15,6,10,0,7,1,7,25
4568,8,14,8,8,6,10,7,5,5,11,1,6,7,4,5,7,3
4569,3,4,4,3,3,6,7,4,8,7,6,11,3,8,5,10,11
4570,1,3,2,2,1,10,6,2,6,12,4,8,0,7,1,7,25
4571,4,10,4,7,5,7,7,12,1,6,6,8,5,8,0,8,5
4572,1,0,2,1,0,7,7,2,10,9,6,8,0,8,6,8,0
4573,5,3,6,4,4,7,7,7,7,7,6,4,3,8,3,7,8
4574,6,9,8,8,8,6,9,4,4,8,7,10,5,11,8,10,12
4575,4,10,6,8,7,7,7,5,4,7,5,7,4,6,9,14,11
4576,3,5,4,3,1,4,12,4,3,10,11,7,3,10,1,8,9
4577,4,10,4,7,2,1,12,5,5,12,11,8,0,8,2,6,4
4578,3,8,4,6,2,3,7,8,3,7,6,11,4,8,3,11,11
4579,6,10,7,8,5,8,7,8,6,10,5,9,4,9,5,6,13
4580,5,6,6,4,3,3,9,5,7,11,11,9,3,9,2,6,20
4581,4,10,4,8,4,7,6,13,4,7,12,8,3,9,0,8,20
4582,3,6,4,4,2,7,4,14,5,7,12,8,3,9,0,8,20
4583,5,11,8,8,5,10,1,2,3,8,2,8,4,8,4,9,10
4584,3,6,5,4,4,6,7,3,7,11,8,9,3,8,4,8,12
4585,4,9,4,7,1,0,0,6,6,0,1,5,0,8,0,8,15
4586,8,9,9,7,4,3,8,6,8,10,11,10,3,9,2,5,20
4587,3,7,5,5,3,4,9,3,7,11,9,9,2,9,4,6,12
4588,4,7,4,5,2,6,10,9,4,7,5,8,2,8,5,10,6
4589,2,2,1,4,1,7,7,1,8,7,6,8,0,8,3,8,18
4590,5,7,7,5,4,4,10,3,4,10,10,9,5,8,1,8,5
4591,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,18
4592,5,10,7,7,8,7,8,3,5,7,6,7,7,8,8,2,5
4593,3,7,4,4,1,2,12,5,6,12,10,8,0,8,2,6,4
4594,7,13,6,8,3,6,9,3,6,12,5,5,2,9,6,6,4
4595,5,8,6,6,4,10,6,3,8,11,4,6,3,8,3,9,8
4596,5,10,6,7,4,6,7,7,7,10,7,11,2,9,5,9,23
4597,4,11,6,8,4,11,8,5,2,6,9,8,8,10,0,8,19
4598,4,8,6,6,5,4,11,2,2,8,9,9,6,11,1,8,19
4599,3,8,4,5,1,8,15,1,6,6,11,9,0,8,0,8,21
4600,8,12,7,6,4,12,3,3,7,11,2,9,3,8,5,14,14
4601,5,8,7,6,6,8,6,6,6,9,7,7,3,8,7,8,24
4602,2,1,3,2,1,7,7,6,5,6,6,10,2,8,4,10,23
4603,2,4,4,3,2,7,7,2,7,10,6,8,1,9,5,8,2
4604,6,12,6,6,5,9,6,3,6,10,4,7,5,8,8,7,8
4605,4,2,4,3,3,7,8,5,6,6,5,7,3,7,4,8,6
4606,3,10,3,7,1,0,1,5,6,0,0,7,0,8,0,8,15
4607,3,6,4,9,8,7,6,6,1,7,6,7,4,10,7,11,1
4608,1,0,1,0,0,4,6,6,2,7,6,11,3,7,2,10,11
4609,2,3,3,2,1,7,7,2,7,11,7,9,1,8,3,8,12
4610,7,10,7,5,5,6,8,4,5,9,9,9,7,11,6,7,3
4611,8,11,7,6,4,7,8,4,6,10,6,4,4,10,5,5,17
4612,6,9,9,7,7,7,7,3,6,10,7,8,3,8,3,8,3
4613,10,14,8,8,4,11,4,4,5,11,3,8,5,7,5,10,23
4614,1,3,2,2,1,7,4,1,7,8,2,9,0,7,2,8,15
4615,4,5,5,4,3,7,9,5,5,7,7,6,5,9,2,5,5
4616,4,2,5,4,4,8,7,6,7,7,6,8,6,8,4,7,3
4617,2,3,4,4,1,9,8,4,2,6,13,8,3,10,0,8,9
4618,5,9,6,7,4,7,4,3,1,7,2,8,3,8,3,8,10
4619,8,11,8,8,5,3,12,2,3,9,11,8,6,11,3,6,9
4620,3,7,4,5,3,8,8,7,6,7,6,8,2,8,9,8,2
4621,7,10,5,6,4,6,7,5,5,10,6,8,5,7,8,9,24
4622,5,11,5,8,3,5,11,2,8,12,10,4,1,11,2,4,21
4623,4,6,6,9,9,8,4,5,3,7,8,8,7,8,5,8,17
4624,2,2,3,2,2,8,7,6,4,6,5,9,2,9,3,9,14
4625,4,8,5,6,8,9,7,5,5,7,6,6,4,7,7,6,8
4626,4,8,6,6,5,6,10,2,2,7,9,8,7,10,1,8,19
4627,2,1,3,2,1,8,6,7,5,6,6,8,3,8,4,8,14
4628,7,14,7,8,5,7,7,2,6,10,5,8,6,7,4,7,11
4629,3,2,4,3,2,7,7,3,9,6,6,8,2,8,6,8,16
4630,4,7,6,5,5,8,6,5,3,7,6,10,4,8,7,9,12
4631,4,8,5,6,4,8,7,5,8,5,6,7,0,8,8,8,2
4632,9,15,10,9,6,8,7,2,8,11,5,7,5,9,4,7,16
4633,2,6,3,4,2,7,13,0,5,7,10,8,0,8,0,8,21
4634,5,9,7,7,6,7,7,6,6,6,5,7,4,8,6,10,6
4635,5,7,5,5,2,4,8,6,8,9,9,9,3,9,2,4,20
4636,6,7,5,11,4,9,6,4,3,11,6,8,3,9,11,7,0
4637,3,6,5,5,4,11,5,3,3,10,3,8,4,6,6,12,11
4638,5,11,8,8,4,6,8,5,2,7,8,8,9,9,0,8,19
4639,6,9,7,7,8,5,8,4,7,7,6,10,5,7,5,7,21
4640,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,18
4641,1,3,2,4,1,11,4,9,3,12,8,13,1,6,0,8,25
4642,6,7,8,5,5,5,9,3,6,10,9,9,4,9,4,7,3
4643,2,3,4,2,2,7,10,5,3,10,4,3,1,10,3,8,1
4644,2,4,3,3,2,5,10,4,4,10,8,5,0,10,3,7,1
4645,6,11,8,8,5,7,9,6,5,7,7,8,6,9,1,7,5
4646,1,3,0,2,0,7,7,1,7,7,6,8,0,8,2,8,18
4647,3,7,4,5,3,3,7,6,3,7,6,11,3,8,3,11,11
4648,4,6,4,8,5,8,6,6,2,8,6,10,3,8,5,9,14
4649,2,4,4,3,2,7,2,2,2,5,2,8,2,5,2,7,10
4650,4,10,5,8,5,8,7,6,10,7,5,7,1,7,8,8,0
4651,3,9,4,7,2,7,6,6,10,5,7,10,0,9,9,8,2
4652,5,8,7,10,6,11,5,3,5,9,2,7,2,7,6,9,0
4653,1,3,1,2,1,7,7,1,7,7,6,8,0,8,2,8,18
4654,6,9,5,4,3,9,5,5,6,12,3,8,5,7,5,10,8
4655,3,10,4,7,3,6,9,10,5,7,5,8,3,8,5,11,6
4656,2,1,3,2,1,5,11,4,5,10,9,5,1,9,3,6,4
4657,3,8,4,5,2,5,11,8,3,7,3,8,3,7,6,11,6
4658,4,8,6,6,6,7,7,2,4,9,7,8,7,6,2,8,7
4659,5,11,5,6,4,6,8,5,6,9,6,7,5,10,6,5,8
4660,4,7,6,5,4,8,11,2,2,6,10,8,4,10,4,9,9
4661,2,1,3,2,1,8,6,6,6,6,5,9,1,7,6,10,23
4662,5,9,6,5,3,14,2,4,3,12,1,9,5,4,0,9,7
4663,6,12,5,7,4,7,10,3,5,11,6,4,3,10,7,6,4
4664,3,6,4,4,2,5,3,6,9,2,2,4,1,6,1,5,15
4665,5,11,7,8,8,7,7,6,2,7,6,11,7,9,10,6,23
4666,3,7,5,5,5,7,7,4,2,8,8,8,5,10,4,8,9
4667,6,11,4,6,2,10,6,5,5,12,3,6,3,8,5,10,18
4668,2,6,3,4,2,8,3,3,6,7,2,7,1,6,2,8,15
4669,7,10,9,8,6,11,5,3,8,11,3,6,4,6,4,9,8
4670,6,10,8,9,4,8,6,8,8,6,5,8,3,8,5,8,14
4671,3,9,5,7,4,8,7,3,8,6,7,8,3,8,7,9,16
4672,8,11,11,8,7,7,6,3,7,10,5,8,5,6,5,7,3
4673,3,6,5,4,5,7,7,3,4,7,6,8,6,9,6,6,6
4674,2,1,2,1,1,8,7,7,6,7,6,8,2,8,3,8,13
4675,4,7,4,5,2,6,11,4,5,11,9,4,2,12,2,5,21
4676,3,7,4,5,5,9,6,5,4,7,7,8,6,9,7,7,24
4677,5,9,8,7,4,5,9,1,7,9,12,9,1,11,2,7,17
4678,4,7,6,5,4,7,8,4,0,6,9,8,7,12,0,8,19
4679,7,10,10,8,6,4,9,2,7,10,9,10,5,6,4,5,11
4680,3,3,4,4,2,5,11,9,3,9,6,5,1,10,4,8,1
4681,3,8,4,6,3,7,8,3,11,8,6,8,0,8,7,7,0
4682,8,10,8,5,5,5,9,3,4,10,7,9,5,7,3,6,3
4683,7,15,6,9,3,7,4,4,4,7,2,7,3,6,6,8,2
4684,1,3,2,2,0,7,7,1,7,13,6,8,0,8,1,8,18
4685,6,8,9,6,7,5,8,3,7,10,9,9,4,9,4,6,3
4686,5,9,7,6,7,7,7,5,5,6,7,9,8,6,2,8,7
4687,4,7,5,5,5,7,6,2,7,7,6,9,1,7,10,8,0
4688,3,6,4,4,2,10,11,2,2,5,12,8,1,11,0,8,17
4689,2,1,2,2,1,4,4,4,7,2,1,6,0,7,1,6,15
4690,4,6,5,6,5,7,9,2,4,7,7,9,7,7,3,8,10
4691,5,8,5,6,4,2,10,2,3,10,11,9,6,10,1,7,19
4692,6,7,6,5,3,5,9,1,9,10,10,5,1,10,4,3,17
4693,5,10,9,8,9,7,9,1,5,9,6,5,6,9,5,2,4
4694,2,6,3,4,1,0,1,5,6,0,0,6,0,8,0,8,15
4695,3,4,4,3,3,8,6,6,4,6,7,8,7,6,2,7,7
4696,2,1,3,2,1,5,8,6,6,8,10,10,3,9,1,7,20
4697,5,10,9,7,6,7,5,2,4,5,1,6,5,7,5,5,10
4698,1,0,1,1,1,6,7,8,5,6,6,6,2,8,2,8,8
4699,3,7,4,5,2,1,11,4,4,11,11,8,0,8,2,7,4
4700,2,8,4,6,3,7,7,4,8,6,6,8,3,8,6,8,16
4701,4,7,6,5,3,6,9,6,8,8,10,9,3,9,1,8,20
4702,6,10,9,8,7,10,6,2,5,9,4,7,8,6,2,8,7
4703,6,9,8,8,11,7,7,4,4,6,6,8,11,8,5,5,7
4704,2,5,3,3,2,6,8,7,7,8,7,13,1,9,4,10,22
4705,5,9,5,7,5,5,7,9,7,6,5,5,2,8,3,8,8
4706,5,9,6,6,8,7,8,5,1,7,7,8,8,9,6,10,13
4707,4,7,6,10,10,8,5,4,2,8,8,9,5,9,6,8,17
4708,5,9,8,6,6,7,10,2,3,7,9,8,8,11,1,8,19
4709,4,7,4,9,4,8,8,6,3,8,9,11,3,9,6,7,14
4710,1,1,2,1,1,7,7,6,4,7,6,8,2,8,2,8,13
4711,8,13,7,7,5,8,6,5,4,5,6,7,5,6,3,5,20
4712,8,13,8,7,5,8,4,3,5,11,6,11,3,7,7,8,15
4713,3,7,4,5,3,8,6,11,1,6,9,8,7,6,0,8,7
4714,7,10,6,5,4,7,6,4,4,9,8,5,3,10,4,4,17
4715,6,10,7,8,3,4,9,6,8,12,10,11,2,9,3,6,22
4716,1,0,2,0,0,7,7,3,10,8,6,8,0,8,6,8,0
4717,1,3,2,2,1,10,6,2,5,12,4,9,0,7,1,7,25
4718,4,9,6,7,6,9,7,3,6,7,4,5,6,6,9,8,16
4719,3,7,3,5,3,3,6,5,9,7,7,13,0,8,7,9,12
4720,1,3,2,1,1,7,7,5,5,10,7,10,2,9,3,10,23
4721,4,8,5,6,3,2,4,2,8,2,0,9,0,7,1,6,15
4722,0,3,0,2,0,7,7,1,7,7,6,8,0,8,2,8,18
4723,2,4,4,6,2,7,3,3,3,7,1,8,3,6,3,8,10
4724,7,13,7,7,4,7,7,2,9,9,5,8,4,7,4,8,16
4725,1,0,2,1,0,2,1,6,4,0,2,5,0,8,0,8,15
4726,6,8,6,6,4,5,11,3,7,11,9,5,2,12,2,4,21
4727,7,10,6,5,2,4,12,3,7,12,8,4,2,8,3,3,21
4728,4,6,5,4,3,6,7,5,6,11,8,13,2,10,3,9,22
4729,2,0,3,1,1,8,6,10,0,7,9,8,7,6,0,8,7
4730,5,7,8,5,5,9,7,3,6,10,4,7,5,8,4,9,3
4731,2,5,4,3,3,9,7,4,5,9,4,7,3,7,4,9,6
4732,4,2,5,4,3,7,8,5,5,7,7,7,5,9,2,6,5
4733,0,0,1,1,0,12,4,5,3,12,4,11,0,7,0,8,25
4734,3,9,4,7,3,7,8,0,7,13,6,8,0,8,1,8,18
4735,3,6,4,4,2,7,7,3,14,9,6,8,0,8,8,8,0
4736,4,4,6,6,3,8,8,4,1,7,8,8,8,9,0,8,19
4737,2,7,3,5,3,4,4,4,6,3,1,7,1,6,1,6,15
4738,5,8,5,6,3,6,7,7,6,10,7,11,2,9,4,9,23
4739,5,11,4,6,3,8,7,5,3,9,6,7,3,9,8,8,23
4740,2,11,2,8,4,7,7,0,7,7,6,8,0,8,3,8,18
4741,3,3,4,4,2,8,7,8,8,7,6,8,3,8,4,8,13
4742,3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8,16
4743,7,9,6,4,2,6,9,3,8,13,6,7,2,8,5,5,21
4744,5,4,5,6,3,4,13,8,2,10,6,3,1,10,4,8,1
4745,3,6,4,5,2,8,5,8,7,7,4,8,3,8,4,8,14
4746,5,10,7,8,4,8,9,8,7,5,9,9,3,7,6,10,14
4747,5,11,6,8,8,8,7,5,6,7,6,5,3,8,6,9,24
4748,5,9,4,4,3,7,8,3,3,8,6,6,3,9,8,7,23
4749,2,3,4,4,1,8,8,4,2,6,13,8,3,10,0,8,9
4750,6,10,6,7,3,4,14,8,1,11,6,3,1,10,4,8,1
4751,6,10,8,8,6,7,7,5,6,7,6,8,7,7,3,8,8
4752,7,11,7,8,6,6,6,6,6,10,7,12,2,10,4,10,23
4753,3,9,6,6,1,5,11,3,2,10,12,7,1,11,0,8,17
4754,3,9,5,6,3,5,4,2,8,6,1,10,0,6,3,7,15
4755,1,3,2,2,1,7,4,2,7,7,2,9,0,7,2,8,15
4756,5,5,6,8,2,6,7,7,10,8,6,15,1,9,4,9,22
4757,3,5,6,4,3,8,7,2,10,12,6,9,1,8,6,8,0
4758,4,7,6,5,3,9,3,2,2,8,1,8,2,6,3,7,10
4759,5,10,7,7,4,5,10,3,2,9,11,7,4,9,5,8,9
4760,3,5,5,4,3,8,7,2,8,11,5,8,2,8,4,10,12
4761,3,9,4,7,4,7,6,8,5,6,4,8,3,8,3,7,13
4762,5,11,7,8,7,9,8,4,5,9,4,7,3,7,4,11,6
4763,2,3,4,1,1,6,10,3,5,13,7,5,1,9,1,7,4
4764,6,9,5,4,2,8,3,3,4,11,4,13,2,6,6,8,15
4765,2,3,3,4,3,8,7,7,3,6,7,9,2,8,5,9,14
4766,4,7,6,5,3,7,7,2,10,12,6,8,1,9,6,8,0
4767,4,9,4,6,2,3,7,7,2,7,5,11,3,8,3,10,11
4768,3,6,4,4,3,7,7,7,4,6,5,7,3,8,3,7,13
4769,4,7,6,6,7,8,7,5,4,7,7,7,5,9,10,12,2
4770,3,7,4,4,2,4,13,8,1,11,6,3,1,10,4,8,1
4771,5,11,5,8,2,0,0,6,6,0,1,5,0,8,0,8,15
4772,3,8,4,6,4,6,7,7,9,7,7,11,3,8,6,8,12
4773,3,7,5,5,5,6,6,3,4,7,6,9,5,7,7,9,11
4774,4,9,6,7,5,8,2,1,2,6,2,7,5,6,6,7,10
4775,6,9,8,7,5,8,9,1,7,14,5,5,2,9,3,9,4
4776,6,8,9,6,7,8,7,2,5,9,6,8,9,6,2,8,7
4777,5,10,8,8,6,9,7,3,7,10,4,6,2,8,6,11,24
4778,6,9,9,7,5,3,9,3,7,11,12,12,4,7,4,5,11
4779,3,4,5,3,2,7,8,2,5,10,6,6,5,9,0,7,5
4780,5,11,5,6,3,7,5,3,5,12,7,11,3,8,6,9,15
4781,2,4,3,3,2,7,8,5,4,6,5,6,2,7,4,8,6
