@relation wisconsin-weka.filters.unsupervised.attribute.RandomProjection-N10-R10-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {M,B}

@data
2417.70283,-2944.24377,-288.519775,-3137.252491,3135.839518,467.039671,-8.068308,1222.520154,47.770654,67.100393,M
537.577198,-443.868058,-92.749658,-520.077509,572.308553,186.960133,-3.435246,205.824361,27.457427,34.888583,B
1120.222462,-1029.663701,-140.98542,-1148.737043,1223.594303,283.029819,-5.211356,348.637371,36.742271,55.175204,B
3070.863382,-4774.406221,-474.232844,-5071.11017,4821.228444,642.317411,-13.541658,2549.039463,46.262852,61.801776,M
2382.478338,-2756.171101,-327.695041,-2942.294828,2879.997289,456.72323,-10.268532,1040.108461,36.851407,47.327199,M
1169.934589,-1089.752486,-141.488425,-1252.542402,1309.770741,330.732694,-7.128117,397.933356,47.930401,74.378545,B
1744.467291,-2164.699018,-202.760224,-2352.001605,2386.339686,427.105993,-6.064152,1078.605888,67.940005,79.515058,M
1057.423565,-999.346041,-165.025557,-1098.44194,1139.785681,258.507076,-4.411655,344.124374,26.786304,34.359004,B
882.206101,-769.426578,-116.402526,-839.320722,936.352171,213.105045,-2.481539,252.159768,26.030701,36.764413,B
747.82532,-640.955006,-107.653851,-733.119026,811.460711,236.549539,-6.003098,278.730259,30.932817,51.575029,B
1100.39869,-1023.413142,-176.234542,-1169.164431,1167.858259,309.385462,-6.541021,365.900375,41.100249,47.689904,B
2099.166182,-2176.306322,-274.574878,-2357.211528,2356.921929,421.918466,-9.623638,692.164846,40.415067,56.354403,M
646.813001,-527.829788,-104.271606,-652.650324,683.644541,241.257322,-8.741955,223.578869,34.20227,55.804148,B
998.496321,-846.918083,-120.833857,-946.831808,1041.060356,247.641996,-4.102588,239.695168,30.002156,51.254851,B
968.388671,-929.339387,-144.503579,-980.824292,1078.410513,230.718313,-3.743187,395.457839,23.971341,31.602859,B
680.725551,-609.152493,-85.384077,-730.863799,797.02399,251.28083,-5.090428,306.197173,43.612788,63.855562,B
760.947545,-686.444429,-123.205658,-773.533489,830.737571,222.812938,-4.451509,277.325219,25.586773,38.695137,B
2482.215193,-3195.164766,-431.034042,-3485.36482,3232.26412,567.201294,-11.872948,1398.023233,39.994872,48.603904,M
772.270654,-715.478083,-134.234111,-821.397781,846.015999,244.568389,-6.003098,312.610524,31.843399,40.59973,B
2210.713042,-3077.941842,-341.576926,-3272.618753,3178.591209,465.935021,-7.280728,1525.029288,33.645745,45.966425,M
1699.247047,-1877.139608,-210.12629,-1981.452463,2062.562267,327.073442,-4.956644,721.692744,29.27055,45.322302,M
2159.624957,-3154.608073,-298.639507,-3295.540355,3282.860044,418.186624,-7.233113,1663.75426,33.164997,44.060309,M
1125.92711,-1234.110319,-181.445849,-1339.198993,1373.106799,288.099996,-5.32041,565.589985,29.348804,39.876779,M
2248.986844,-3041.761876,-351.489141,-3273.083109,3157.333437,528.437997,-13.530521,1540.66096,49.85561,65.125983,M
1317.885139,-1390.810662,-241.497107,-1540.902425,1505.740928,351.019322,-7.997069,570.768696,29.606828,41.376944,M
1454.10683,-1876.657128,-373.809387,-2174.096726,1884.574959,525.941662,-20.799055,1016.323835,39.784532,59.327174,M
1417.154353,-1526.256777,-133.400544,-1675.240935,1801.669343,363.486641,-4.596361,693.64374,57.874342,88.421341,M
2366.636673,-2895.482313,-252.475019,-3054.992716,3123.329305,435.59234,-5.860775,1222.989176,46.554417,70.032308,M
1715.637738,-1861.841642,-214.107218,-2010.263173,2047.833684,363.661614,-6.535547,700.653384,39.81545,56.986334,M
1744.70737,-1997.063176,-307.084606,-2211.820278,2085.860307,441.288215,-13.047799,830.417384,38.327461,50.277578,M
1403.683471,-1483.517848,-156.489916,-1586.89776,1694.379163,300.07483,-4.167609,577.872148,33.388404,56.869928,M
1728.929202,-2243.302565,-220.585157,-2365.384083,2415.979604,361.046606,-5.842138,1109.935223,37.829644,52.443384,M
2689.05005,-5627.556034,-497.354769,-5988.28445,5609.44247,716.567969,-15.819444,3827.917779,53.586638,84.826857,M
662.974212,-575.444699,-126.527299,-686.709873,701.287886,239.572401,-7.618079,264.176789,32.80887,42.012503,B
1048.826219,-940.603095,-144.795117,-1067.620952,1120.724672,287.24488,-7.51575,328.838419,37.756905,55.516841,B
948.896466,-850.379482,-133.052627,-943.540726,1016.818925,243.356984,-4.669869,289.690642,27.995847,43.434434,B
661.448865,-545.335746,-112.185883,-654.822762,693.542155,235.439121,-5.866941,237.485487,35.140418,46.318569,B
1156.491571,-993.149164,-139.170941,-1072.032077,1175.320162,239.972927,-2.728091,247.195104,29.09102,37.286031,B
724.632762,-639.315528,-119.713671,-704.183785,773.668594,198.565195,-2.705152,250.61975,22.432187,29.151085,B
2735.805497,-3825.593412,-475.963076,-4113.601378,3840.655332,612.018248,-16.838963,1871.999924,36.038158,51.42688,M
556.262164,-471.26754,-98.417379,-557.385139,600.928979,198.246758,-5.379426,222.009198,27.002069,38.857166,B
1838.381043,-2025.494199,-218.196244,-2180.251302,2225.298535,381.405801,-6.97748,772.139278,42.178662,62.801439,M
804.117768,-651.035113,-182.759783,-805.291908,737.559836,279.590707,-10.735372,197.816172,29.756858,36.999965,B
739.518898,-634.894683,-120.788533,-717.589434,772.429002,211.370509,-4.901657,232.047437,24.449886,35.348034,B
1987.950922,-1889.036487,-230.518278,-2020.118481,2079.878185,349.806471,-5.38479,447.910054,34.289583,43.816831,M
1068.061752,-1084.55347,-142.333364,-1182.459681,1256.672898,263.991726,-4.846832,445.861176,30.692675,47.441085,B
1082.93702,-968.248578,-149.808279,-1053.585037,1134.785285,251.744925,-4.564335,302.151085,26.15977,39.524317,B
2109.192487,-2705.391627,-276.07402,-2883.380275,2877.451105,447.566796,-8.595164,1275.057343,45.538006,64.323618,M
798.679389,-763.752004,-161.620796,-875.094553,860.604414,250.079731,-8.64089,323.204924,24.254929,34.180821,B
2094.799803,-2549.723285,-262.095331,-2684.21116,2729.806314,393.58357,-6.254643,1082.183872,31.295941,51.784069,M
1486.918472,-1553.382854,-193.270006,-1651.12324,1742.710905,313.156189,-4.969669,600.034777,32.233933,45.312367,M
956.261925,-850.456456,-151.428474,-944.984581,996.28567,247.4356,-5.916911,289.298696,26.869443,36.630228,B
909.046236,-797.521199,-136.83898,-904.288057,951.509969,249.00791,-5.276883,270.118242,31.83919,42.523495,B
842.247499,-762.36522,-125.141173,-866.74147,925.913607,256.15334,-7.371279,330.319669,35.90524,49.832541,B
947.692102,-830.610289,-136.715793,-894.684798,978.378421,213.479462,-2.579318,253.129457,22.637358,27.955844,B
740.546429,-589.996699,-148.230606,-723.837629,710.318591,261.203412,-7.966724,206.462431,34.488163,42.198092,B
749.044684,-623.069712,-109.686586,-727.002955,785.292621,233.330945,-6.802179,234.503589,32.705179,49.046666,B
1190.54776,-1123.350961,-259.998268,-1329.871049,1198.012536,372.611431,-9.98167,372.269732,34.107683,41.445513,B
1268.978052,-1188.746194,-165.395385,-1293.715112,1372.264364,289.628738,-4.960039,388.83207,33.145858,47.279147,B
949.359478,-835.182591,-139.864956,-920.67844,991.124246,236.935319,-3.189416,271.407962,27.637417,36.186811,B
815.667793,-720.359366,-110.040167,-808.16222,892.079782,229.761213,-4.124429,279.293504,30.194284,47.06277,B
909.065429,-786.763669,-134.379724,-855.394658,939.959659,218.991051,-3.272443,253.724624,23.803952,31.588502,B
1065.678831,-963.001278,-153.693056,-1038.583233,1115.29807,235.578137,-3.68128,292.654891,23.005738,30.763905,B
674.56598,-532.897101,-113.116203,-597.841433,663.57367,186.057093,-3.828872,170.577352,21.349471,27.602767,B
810.869718,-786.388448,-173.490228,-938.06783,883.577383,286.94373,-10.594331,349.695031,31.196192,44.265735,M
1178.677947,-1217.883949,-149.548714,-1306.541074,1396.397733,268.859376,-3.754618,494.193413,31.499705,45.190373,B
639.369097,-469.515723,-109.102348,-587.678119,611.248784,233.395769,-5.741956,168.70814,39.870251,44.037219,B
2244.551028,-3286.711108,-407.433724,-3535.37314,3311.906086,532.97578,-13.764625,1730.166388,32.196694,47.792814,M
883.004178,-775.085235,-147.859323,-890.856327,917.294402,262.875343,-5.888869,285.509783,34.39458,41.95247,B
2269.868969,-2652.910744,-407.133577,-2945.041852,2706.008854,552.326494,-15.906167,1041.772096,40.901375,54.341026,M
635.55325,-489.917641,-90.67102,-581.147357,653.785944,208.04923,-4.235903,183.580723,32.012246,45.303407,B
763.002745,-682.681878,-129.287564,-781.572127,819.265666,236.113196,-5.761407,287.207019,31.384444,39.381146,B
795.661931,-640.102147,-104.997214,-763.740439,823.2044,257.335912,-6.440406,231.444475,42.527664,58.202858,B
994.636308,-922.039565,-136.84405,-1000.326711,1084.362713,235.287868,-2.908065,323.927952,27.475896,36.632991,B
474.306404,-360.870654,-79.621626,-434.426966,493.270815,174.28961,-4.288002,163.75638,24.975691,37.358557,B
1042.870718,-1032.127545,-154.127605,-1105.37291,1175.417479,235.100387,-3.763192,387.535508,21.995005,30.733219,B
983.169646,-990.965205,-169.743246,-1088.345768,1107.353756,254.55544,-5.785741,401.840256,23.866882,31.732437,B
789.879497,-660.621909,-102.154503,-752.61653,838.98702,227.397587,-4.416002,239.127454,33.108737,48.835197,B
1222.872211,-1257.676644,-172.484823,-1358.116987,1411.701024,275.450896,-4.94782,473.668438,27.101735,39.514328,B
933.734405,-900.860337,-157.276726,-983.256969,1027.275056,237.779503,-4.811221,352.678055,23.089727,29.724981,B
759.865689,-660.621576,-121.658158,-705.955658,792.462093,184.935736,-2.446106,238.978775,18.679955,23.257498,B
431.334275,-279.806018,-85.2456,-388.667074,404.196278,195.617818,-8.614147,124.153107,32.207364,43.8981,B
893.766293,-770.739462,-124.847085,-850.019534,929.524967,222.475015,-2.941144,249.822504,29.050233,35.496069,B
850.885426,-726.27499,-132.433078,-802.089916,864.784509,214.14432,-3.478218,226.767228,24.25138,29.772478,B
1883.670465,-2323.593303,-246.430594,-2449.301169,2487.330909,366.338289,-4.922558,1026.450998,32.293776,44.544656,M
482.383961,-368.318029,-104.682518,-478.542229,487.859009,219.447321,-9.047177,201.870747,32.446161,44.05964,B
879.360636,-719.732528,-154.562983,-842.937691,847.684371,254.596156,-8.018566,202.57822,29.364358,38.966456,B
615.045335,-523.951508,-118.274388,-623.738447,649.512921,218.317175,-4.809645,230.655249,27.901658,38.376651,B
2306.805593,-2603.627748,-315.915571,-2780.124111,2732.808789,430.724524,-7.775453,917.180884,33.800279,41.487716,M
936.43365,-857.478258,-135.415266,-932.939705,1018.313806,231.781532,-4.136813,311.312282,22.866414,38.419727,B
2324.839619,-3066.584255,-298.990923,-3223.30863,3239.96248,447.519649,-8.35472,1445.742636,37.219815,57.793521,M
862.62596,-837.457732,-130.69198,-915.2322,986.313055,231.446418,-4.505861,363.956321,26.317719,38.642727,B
912.578201,-816.923305,-134.482116,-905.230421,973.91569,237.775526,-4.190333,293.495594,29.796719,38.379068,B
1128.724562,-1110.77191,-165.886595,-1196.027238,1258.596699,250.874299,-4.349982,392.515743,22.187791,33.180409,B
835.040906,-735.540431,-122.363229,-827.225495,890.260427,230.787344,-4.000719,269.843002,31.030641,40.2886,B
1512.863866,-1703.168568,-208.86553,-1835.854627,1877.119554,350.647451,-7.31523,740.076852,35.531082,55.072362,M
1506.260526,-1458.305846,-241.652853,-1636.433099,1595.88016,367.853384,-7.205782,447.663756,37.476175,46.451195,M
1461.318051,-1631.948939,-202.330139,-1726.467665,1795.322987,305.900507,-5.105462,683.403717,26.633312,39.645761,M
970.423225,-914.483247,-143.785921,-999.835392,1070.615226,253.786564,-4.79591,375.81162,33.476439,39.315707,B
731.104154,-583.930453,-113.58228,-696.438676,741.477948,237.651684,-6.795377,207.528543,34.429943,48.316936,B
739.059875,-690.83704,-111.286925,-766.518874,840.445371,213.551325,-4.312176,307.532081,25.628988,40.196195,B
869.916421,-756.806558,-108.340987,-856.220406,943.559044,240.08567,-4.631895,268.552365,32.902751,52.172216,B
1707.249382,-2106.301793,-285.95783,-2311.250061,2217.465079,438.524884,-13.801639,993.990911,35.82198,61.384859,M
943.575017,-822.491336,-141.110474,-897.681125,975.996661,224.592335,-2.268588,253.629881,24.552487,30.498754,B
2029.684998,-2971.03517,-305.170014,-3163.197403,3099.400027,462.47021,-9.516528,1608.811634,37.101879,62.551304,M
598.138805,-504.68473,-93.953901,-605.582773,659.435039,217.640745,-6.382001,235.358286,30.229904,50.19291,B
3191.209026,-4712.211351,-498.048075,-5020.237995,4736.679683,648.217988,-12.30248,2345.487743,41.404501,55.218296,M
1193.762897,-1292.848704,-180.995637,-1388.995443,1440.185992,284.73327,-5.41808,566.835589,28.440188,38.83953,B
548.61289,-465.147387,-87.478438,-541.785105,609.271059,196.89744,-3.505515,239.3812,28.855966,41.864544,B
706.617632,-603.375804,-107.931759,-671.090142,754.052182,202.975016,-3.456914,244.337411,25.793839,36.178045,B
2184.208837,-2380.371458,-281.184055,-2560.004668,2560.542393,439.874238,-12.536497,849.36285,37.385537,64.558356,M
789.069572,-732.978978,-140.572256,-822.332714,856.11163,230.705218,-5.169946,307.385152,26.497156,32.932199,B
605.212622,-466.896954,-113.90678,-562.269401,595.243214,207.428794,-8.145731,175.821465,25.455899,38.187026,B
842.016374,-793.856703,-116.826654,-892.316345,963.372903,243.615245,-4.56014,338.970397,32.79672,49.117831,B
1242.831377,-1330.781119,-183.131273,-1407.53186,1471.268787,271.289767,-4.844217,559.54828,25.471799,32.05319,B
756.747686,-661.228142,-111.52937,-737.41897,814.797394,211.493302,-3.071082,256.517573,27.618373,37.586497,B
792.964833,-694.571264,-148.766935,-792.524633,817.031506,236.560617,-5.825881,259.411518,25.940128,32.657149,B
794.840402,-777.879984,-138.053489,-873.728779,901.588501,236.515426,-5.020559,350.478333,29.554963,35.638089,B
1393.370321,-1357.546089,-231.554945,-1506.472167,1500.495654,349.583902,-7.475601,469.429295,32.949426,44.623121,M
3651.747236,-5259.935705,-524.460949,-5511.0999,5305.407624,638.083603,-13.06188,2505.458709,30.055464,42.870944,M
1350.672965,-1590.486299,-220.965845,-1771.608042,1725.957366,381.738074,-9.351793,773.71101,44.069712,60.401167,M
720.0792,-634.652409,-145.278654,-728.184001,735.681496,225.218151,-6.967001,253.911807,24.332629,29.033656,B
904.453185,-765.956956,-150.10827,-881.657296,909.822283,261.526456,-7.651975,254.787895,32.803397,41.532495,B
955.223942,-832.216196,-141.280405,-936.006584,999.669128,260.101862,-6.647611,289.499371,32.06227,45.879537,B
1093.719746,-1003.69993,-144.635234,-1103.813191,1181.542513,261.64584,-5.218246,325.694141,28.008131,46.846813,B
468.522653,-393.63012,-119.053967,-497.711018,476.269025,208.118375,-9.249169,214.353758,26.72518,32.913625,B
556.714939,-613.699986,-112.347775,-721.768421,724.931116,231.523309,-7.584945,398.052521,31.518276,45.6487,B
915.53904,-840.049316,-149.750631,-949.521104,973.766537,254.220735,-5.68029,307.575573,31.240907,38.197566,B
1017.754596,-876.152571,-133.061807,-993.853442,1061.550853,271.95683,-5.952522,277.824379,37.278183,53.467613,B
924.402773,-816.034441,-126.437977,-918.335749,992.11902,249.389833,-4.614599,283.73166,32.561563,47.439311,B
1529.002214,-1517.536781,-198.2677,-1640.051375,1697.411333,318.608408,-6.267772,486.414842,31.48541,46.748455,B
1024.473256,-963.417131,-133.209378,-1040.939302,1136.041483,237.931809,-2.646903,346.768506,29.285557,38.899367,B
2359.296293,-2805.636873,-310.66815,-2974.558156,2952.923868,440.682846,-8.521569,1114.19541,37.501256,47.502779,M
2258.266549,-2603.290938,-350.854968,-2856.768688,2717.936968,516.193403,-15.087704,1020.792596,46.378276,62.15487,M
873.912262,-904.3526,-125.860736,-986.06951,1062.524945,240.698055,-4.349578,440.085635,31.08227,43.303893,B
2847.717439,-5154.851718,-584.455811,-5530.281551,5033.923365,707.928881,-14.968245,3094.030947,29.44566,47.916808,M
2721.855802,-3558.791471,-434.173332,-3795.370382,3614.034671,563.177134,-13.609243,1620.059451,37.583407,46.232025,M
1560.447822,-1775.341954,-213.210345,-1917.587856,1952.301056,361.820703,-6.397226,772.801649,40.049016,56.150636,M
1293.614137,-1222.54097,-172.38492,-1293.309968,1384.332437,249.994973,-2.783856,362.584364,22.78945,28.171448,B
2481.090122,-2375.112191,-274.100418,-2493.859327,2584.213691,376.457433,-5.927147,509.684997,25.752443,40.423007,M
2434.523954,-3097.475561,-325.819212,-3251.818816,3225.024875,437.133476,-7.782624,1336.484057,29.66279,41.61484,M
1074.094468,-974.546247,-141.2083,-1043.887848,1143.6434,239.262078,-3.070736,323.307167,27.924721,36.231238,B
1432.832518,-1275.082568,-176.627925,-1351.712403,1466.909059,270.981895,-2.814011,317.219771,27.78019,34.218656,B
647.948897,-447.24195,-94.328873,-529.099937,612.048749,208.886523,-5.270752,151.766968,34.398754,41.827574,B
1065.015456,-967.244245,-112.694569,-1088.85313,1186.433016,285.186819,-4.265664,360.747247,48.908419,63.968809,B
1072.473874,-951.116224,-138.378112,-1015.554888,1124.414067,232.861736,-2.439663,294.502487,26.291416,35.305161,B
712.352279,-695.741868,-94.110478,-779.709059,884.529959,240.753798,-3.180426,388.695064,32.587272,58.98396,M
731.362576,-661.817859,-118.679654,-731.214581,806.152841,212.561865,-4.469037,289.625032,22.271956,37.547908,B
706.173049,-615.187812,-106.376741,-685.204537,766.495616,204.614419,-3.813231,256.99406,25.858116,38.192472,B
849.118509,-658.01435,-103.045505,-754.839031,853.398476,242.121165,-4.914209,211.38433,39.374763,52.367617,B
878.650461,-859.923434,-132.530206,-942.444135,1017.630928,243.367133,-4.474147,393.444313,30.145807,41.683786,B
1003.286291,-901.619091,-144.729473,-965.623866,1055.651334,228.936843,-3.26812,302.958272,23.619367,31.231833,B
1228.245552,-1094.041525,-164.412671,-1240.493295,1277.760173,315.284602,-7.599148,324.062896,39.977014,58.004611,M
859.474459,-747.593257,-137.237695,-828.862028,889.414498,228.93262,-4.638778,260.369498,24.20541,35.09257,B
1104.84606,-1103.215881,-158.174361,-1189.513336,1255.185583,255.731925,-3.898136,423.553297,27.948521,35.907644,B
733.498905,-618.817915,-133.552306,-713.028524,746.179318,226.71712,-5.5696,232.360539,26.590981,34.699421,B
2123.053968,-1995.007938,-291.000696,-2202.569563,2158.936882,437.791603,-13.725896,473.542206,39.773412,57.910911,M
608.688432,-542.34269,-107.171007,-600.478941,667.253869,182.758077,-3.070985,247.321388,21.138986,28.280927,B
461.735733,-411.708934,-105.459966,-525.662524,515.099301,214.358608,-8.826479,243.283735,29.073772,43.179161,B
1422.039209,-2125.076965,-241.343475,-2266.781243,2242.536427,378.896697,-9.696609,1293.144352,34.091281,53.582726,M
2562.170365,-3304.847254,-339.664239,-3491.676011,3459.398959,478.860191,-7.897043,1453.64782,38.242695,51.89187,M
841.709229,-787.500308,-128.678367,-890.272788,947.851653,249.131161,-5.880053,335.258526,30.535645,47.778945,B
1120.201244,-984.184283,-133.36327,-1074.427262,1179.109236,251.078908,-4.911576,283.629295,29.697734,47.046854,B
1038.937681,-968.44868,-138.672716,-1070.638399,1153.861123,265.916062,-4.465244,357.074277,32.332747,49.604182,B
943.109095,-842.252024,-159.767432,-955.537026,978.0783,263.616903,-6.402838,293.828338,30.049782,38.782833,B
718.999942,-702.992867,-108.802617,-770.985169,848.28098,205.23688,-3.068622,335.695799,25.534184,36.684211,B
816.013424,-799.909313,-130.869308,-902.581751,944.691656,246.117817,-5.572423,361.622902,29.766675,44.62176,B
1833.591611,-1995.091321,-238.698806,-2112.294522,2191.023816,372.013614,-5.637652,784.121657,35.572201,49.812397,M
826.761994,-853.465533,-129.513198,-924.723904,995.745527,218.514823,-4.420176,390.034615,18.693456,36.895829,B
982.923972,-887.655661,-137.837781,-982.164487,1055.563152,255.192,-6.14083,323.480442,31.808888,45.189675,B
941.144274,-821.599246,-123.772593,-900.633118,999.927882,231.66775,-3.085025,270.732636,27.974384,41.723027,B
866.546249,-758.195625,-158.110308,-861.183797,872.621019,242.943283,-5.985015,252.972672,25.789041,30.944279,B
710.613664,-650.123104,-121.744916,-759.089281,790.539772,243.130483,-7.894566,308.312544,32.017548,47.466283,B
1459.463769,-1427.183843,-184.27945,-1507.597465,1603.47313,278.162262,-3.861902,448.787753,25.484871,35.258525,B
964.037292,-926.990594,-166.95482,-1074.808123,1063.901141,298.458612,-7.162532,375.888159,36.963991,50.082317,B
1819.984845,-2088.478223,-245.643221,-2224.419676,2251.381127,370.173708,-6.222202,849.532747,35.658319,45.826391,M
877.555458,-869.36295,-129.989634,-983.874802,1033.641659,261.593954,-6.57076,384.754839,31.066721,53.469746,B
765.226992,-712.738272,-86.112427,-813.680736,916.541701,242.586709,-4.871064,325.465129,30.26534,65.899806,B
710.498638,-646.433378,-100.323232,-734.4018,814.442986,221.266101,-4.538198,292.037086,29.063748,48.43383,B
530.607027,-368.030408,-66.677634,-458.574666,538.127301,201.375983,-3.686774,160.377824,37.461571,50.695383,B
1287.149759,-1277.276784,-163.208498,-1403.416668,1473.172328,311.327611,-5.816036,474.79725,38.266493,57.257496,B
1345.492245,-1380.537569,-181.485721,-1559.841204,1562.833537,361.728379,-8.092072,545.156912,51.501937,67.126107,M
822.47503,-725.366205,-118.64981,-832.996381,892.440086,249.97923,-5.146546,291.282778,36.666521,49.450399,B
536.910029,-461.594284,-92.123383,-593.498745,608.948752,238.559418,-9.591716,255.009788,37.455086,59.305323,B
1543.960101,-2802.491765,-433.797511,-3114.302423,2712.053312,568.452701,-17.678575,1895.42501,36.249693,50.254869,M
912.058083,-812.386158,-140.607746,-883.210429,954.328089,220.589325,-3.525044,268.970707,21.065481,30.681609,B
728.067141,-618.515168,-105.353476,-731.460939,785.26341,242.97751,-6.220415,258.857262,37.107767,53.235022,B
782.930924,-725.024344,-116.564577,-825.140625,885.835009,243.480044,-6.02816,327.85458,32.727479,49.489404,B
1208.340703,-1198.706908,-223.14783,-1323.151966,1309.74651,311.870609,-10.224608,454.764627,24.081967,34.54583,B
765.314755,-658.960909,-123.88173,-740.256338,804.834578,220.107891,-3.793226,252.536524,27.501711,35.522311,B
1073.955003,-1028.053239,-144.03402,-1121.92654,1207.911206,265.868812,-4.120965,395.866136,32.897846,45.956106,B
562.729711,-511.338975,-141.460313,-653.807108,596.654264,255.921836,-10.867751,274.622371,33.072419,43.381175,B
597.974433,-490.745326,-79.22465,-591.355661,660.220361,216.533373,-4.262085,227.407151,36.779574,52.643621,B
644.749695,-607.854138,-115.046088,-688.737699,737.793819,216.290312,-5.849136,314.483425,25.805115,39.517668,B
705.646229,-671.645222,-98.222575,-781.525862,841.688566,247.770492,-6.466768,351.956102,37.866753,58.581764,B
714.276085,-571.275566,-103.607377,-648.885493,725.460251,202.822434,-3.270098,191.854851,28.692043,37.031503,B
932.667081,-839.28199,-143.815331,-937.792934,984.49537,247.442521,-5.045493,296.174262,30.555495,38.006119,B
1289.653837,-1217.312823,-170.614522,-1311.016874,1411.57873,305.692418,-6.157943,464.271161,38.478479,49.569467,M
873.928007,-710.961243,-127.973873,-800.720472,879.305782,238.244074,-5.781724,229.386452,30.415228,42.29507,B
2253.496152,-2286.202268,-278.640296,-2438.837683,2469.34448,400.059673,-6.422375,639.680796,33.251929,45.518041,M
2029.144685,-2507.429549,-339.329226,-2752.243674,2601.868641,485.96418,-10.529016,1089.113167,37.81564,57.222552,M
1234.50191,-1146.671628,-169.809897,-1243.25028,1309.214214,270.741869,-3.721571,350.633698,29.238665,36.931125,B
1139.175411,-1293.899147,-136.896602,-1377.81972,1492.88392,277.858045,-3.841013,645.322363,33.732377,55.333659,M
957.782701,-900.454008,-146.360441,-1005.514834,1052.14292,265.183159,-5.70391,360.181559,33.939712,43.858828,B
1128.482976,-1105.652444,-174.283161,-1213.577964,1247.486738,277.310213,-6.244597,405.767439,27.573584,39.447977,B
1104.356063,-1093.614408,-155.943445,-1214.103624,1263.166175,287.404129,-6.80299,431.084964,33.93245,51.6116,B
1112.709293,-1004.34836,-154.821478,-1089.597595,1164.30435,249.120821,-3.742905,303.573358,27.008232,34.745996,B
722.349295,-652.996758,-108.764771,-735.930851,812.69213,232.150199,-6.430464,321.014278,29.514128,49.084475,B
1717.974846,-1966.393941,-233.56745,-2146.024861,2141.925874,401.36266,-7.852356,827.356729,43.714104,64.562334,M
1080.949769,-1040.692895,-173.084374,-1136.572434,1172.66732,261.562878,-4.459354,375.352696,27.244963,31.204426,B
643.500921,-475.001247,-97.88912,-574.552811,630.60414,210.61918,-6.576753,155.604708,31.570402,45.026826,B
1803.799886,-1996.296024,-226.942425,-2101.012813,2174.175391,332.864663,-3.931634,744.939724,28.763705,39.433628,M
838.791572,-702.069779,-115.112876,-824.6725,882.694955,263.774,-4.96986,262.5678,42.942199,54.850793,B
1830.467441,-2218.496885,-212.003227,-2366.91608,2435.721563,394.679075,-6.20793,1022.197341,47.935545,68.973807,M
1242.963723,-1231.385476,-160.647158,-1320.52448,1410.155406,270.294283,-3.524585,442.791185,30.532327,40.818585,B
1225.394146,-1224.692494,-153.650054,-1329.280099,1415.054943,285.896875,-5.335479,467.353086,33.180565,51.768056,B
2521.345131,-3206.772758,-324.468178,-3396.905722,3362.342141,472.202967,-9.630462,1375.585849,35.079069,58.158807,M
816.279588,-694.895103,-118.887101,-810.993137,865.777201,254.390043,-5.371436,263.290949,37.294639,51.652849,B
2159.411845,-2185.394292,-264.200985,-2365.946052,2374.225619,415.526021,-7.047212,629.76484,42.652098,56.260318,M
850.043511,-706.439255,-91.135802,-837.222743,922.730035,271.548459,-5.236578,271.330262,48.738431,68.751682,B
1179.691786,-1106.811984,-177.399051,-1192.952621,1251.945757,260.669334,-4.696871,356.434769,24.032084,30.774398,B
925.762935,-919.126825,-124.184736,-993.305561,1085.132623,230.812135,-2.994283,393.803852,29.574314,39.879379,B
1058.13646,-998.245993,-127.131126,-1164.450551,1213.600165,324.962287,-7.016891,405.40764,53.155406,75.535482,B
808.371408,-714.27925,-102.097276,-862.764418,913.972285,287.783645,-7.605643,327.676924,50.418432,71.660647,B
1010.620417,-889.84355,-116.604134,-1016.091273,1097.357415,279.174636,-4.460672,307.151429,43.479517,61.830305,B
981.075787,-889.16306,-124.244535,-1015.308649,1079.01485,278.551904,-4.855855,333.541163,43.425243,57.529792,B
580.148062,-433.202008,-62.230923,-560.900201,629.41295,239.197263,-4.893442,204.990655,48.739917,67.053621,B
1758.713218,-2602.369243,-330.921626,-2848.598914,2663.425657,498.972297,-12.089715,1491.649274,46.814302,62.02881,M
4516.00962,-6992.902641,-1204.18695,-7950.11674,6386.826883,1362.858168,-33.731776,3458.557424,44.806682,57.043673,M
1203.798763,-1056.603003,-139.623491,-1184.421608,1262.016386,297.507578,-4.361425,318.528803,46.594696,57.191597,B
782.028284,-687.638458,-108.489548,-770.94361,851.77193,223.743374,-3.404692,276.330277,31.754825,43.260789,B
1004.841707,-1003.287539,-133.605948,-1089.358895,1174.46866,248.209987,-3.001575,415.237427,31.39088,42.780519,B
1045.779299,-1075.542595,-147.077562,-1152.722994,1239.229213,270.89363,-6.15486,519.914748,34.622656,45.770795,B
1013.864618,-1000.297204,-151.831158,-1106.135563,1159.332724,276.502322,-4.723233,430.067453,35.595203,45.685689,B
559.872295,-509.120998,-98.984868,-608.384078,641.125354,216.11533,-6.115716,274.425212,31.364087,45.202619,B
1808.214156,-2232.461971,-336.232181,-2473.035244,2308.370431,478.373415,-11.540152,1028.513403,40.146773,52.716428,M
778.02903,-736.723469,-135.975238,-848.624632,880.920504,256.132244,-7.643263,346.506723,31.108464,47.105564,B
563.859614,-515.415556,-100.964654,-621.47552,647.886486,222.338206,-6.609904,276.727489,31.91602,47.008001,B
