@relation 'letter-weka.filters.unsupervised.attribute.Remove-V-R13,11,7,14,12,15,9,8,10,6,16,3,5,1,4,2,17'

@attribute x-ege numeric
@attribute x2ybr numeric
@attribute y-bar numeric
@attribute xegvy numeric
@attribute xy2br numeric
@attribute y-ege numeric
@attribute y2bar numeric
@attribute x2bar numeric
@attribute xybar numeric
@attribute x-bar numeric
@attribute yegvx numeric
@attribute width numeric
@attribute onpix numeric
@attribute x-box numeric
@attribute high numeric
@attribute y-box numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
2,6,8,9,9,5,5,7,11,7,9,3,2,5,5,10,C
3,8,12,12,4,2,5,5,11,6,4,7,6,7,8,11,T
3,6,7,8,8,4,4,4,7,7,8,3,1,2,4,7,X
3,14,4,9,8,0,5,14,7,7,8,5,2,5,6,8,U
3,8,8,9,8,0,7,5,4,8,7,5,3,3,5,7,U
1,6,7,8,8,7,9,5,6,8,8,3,2,2,4,2,Z
2,10,10,12,5,4,8,1,10,4,3,6,3,6,7,10,Y
4,5,8,6,8,9,4,5,7,6,9,6,6,4,6,8,K
6,8,5,5,8,0,0,10,6,7,7,4,4,3,4,6,M
3,5,8,8,6,7,5,2,10,8,8,7,4,8,6,12,F
7,9,10,11,9,1,2,2,8,5,8,5,4,3,5,7,W
4,7,7,10,6,10,5,3,6,8,9,7,6,5,8,10,X
5,6,8,11,9,6,4,3,6,8,5,4,5,2,5,7,L
2,11,12,11,7,1,4,4,11,4,8,4,1,3,3,5,V
2,6,7,8,7,5,8,4,11,8,8,7,4,6,8,10,S
5,3,6,7,6,4,7,3,10,10,9,7,6,5,7,9,D
6,6,7,7,7,3,5,8,7,7,9,8,7,6,8,11,N
7,5,7,6,7,2,4,2,9,9,8,8,6,5,5,7,M
2,4,2,8,11,4,4,3,12,10,10,5,3,5,7,12,L
3,7,9,11,7,7,8,5,7,7,7,7,6,5,6,6,T
1,3,5,8,10,6,10,3,11,9,10,6,4,5,8,10,Z
5,6,10,9,8,7,4,5,9,6,11,6,6,5,7,9,F
3,6,7,8,8,4,4,5,7,7,8,5,2,4,7,10,X
1,11,10,11,9,1,5,1,7,6,8,2,1,1,2,3,Y
3,6,12,10,4,4,1,6,12,4,8,5,3,6,5,10,P
2,3,5,7,7,6,4,3,9,11,8,4,3,2,6,4,Z
5,6,7,8,8,0,2,14,5,7,8,4,2,3,6,9,N
4,5,9,8,10,7,3,6,5,7,8,7,7,5,7,9,G
0,6,7,7,10,1,7,3,15,7,7,4,1,3,5,7,J
7,1,7,4,6,5,5,5,11,10,7,8,6,8,8,14,H
3,6,7,8,11,5,8,4,7,6,10,4,3,3,3,4,K
0,4,6,7,8,1,6,2,12,10,7,2,1,1,2,3,J
5,6,7,8,8,0,1,12,6,7,8,4,5,4,7,10,N
0,6,7,8,8,6,10,2,9,7,8,2,0,1,1,0,Z
3,6,7,8,4,3,7,7,7,7,7,6,4,5,4,3,D
5,7,9,11,10,8,4,4,8,6,10,8,8,6,8,9,E
4,5,7,6,7,9,4,5,7,7,14,6,7,4,8,10,K
3,11,12,10,7,1,3,4,10,4,8,4,1,3,3,5,V
0,11,12,8,8,2,5,5,12,1,6,4,2,4,7,10,F
4,6,7,8,11,3,3,8,7,3,11,4,2,3,6,8,K
4,5,7,9,9,5,6,8,10,8,6,7,5,6,8,10,O
3,11,9,9,9,2,7,5,11,3,6,6,3,5,4,6,U
3,12,6,9,8,0,4,13,7,7,8,4,4,4,8,10,U
3,12,4,9,8,0,5,14,7,7,8,4,2,3,4,6,U
4,2,1,8,8,4,3,2,8,10,9,8,5,5,8,11,A
3,8,7,8,9,4,7,3,11,6,8,5,4,3,4,6,E
0,1,0,8,5,0,6,6,0,0,8,4,1,4,7,9,L
3,11,8,9,10,2,8,6,10,3,5,9,4,8,7,9,U
2,9,9,9,9,4,7,3,11,4,6,5,3,3,5,7,E
2,5,10,8,8,5,4,9,7,6,10,4,2,4,5,7,R
0,6,7,8,8,3,8,1,7,7,8,1,1,2,4,2,I
5,10,10,8,9,1,4,3,10,4,8,7,4,5,5,7,N
0,6,7,8,8,0,4,4,7,7,8,0,0,0,4,6,I
7,6,8,8,7,8,5,3,7,7,2,7,8,5,7,10,N
0,10,12,8,8,2,6,5,12,2,6,4,1,3,4,7,F
2,5,9,9,5,6,6,3,12,6,6,6,3,7,8,13,F
3,4,6,8,6,3,8,3,11,10,9,6,4,5,6,8,D
2,7,7,9,11,5,7,7,10,6,9,6,4,5,7,10,G
8,9,8,10,8,0,2,5,6,11,8,6,4,4,8,11,W
6,9,11,11,9,1,2,2,8,4,8,6,5,4,6,8,W
0,11,15,8,9,0,6,1,6,8,8,4,1,3,5,8,T
3,2,3,8,9,5,7,3,11,12,14,7,4,8,6,12,Q
3,7,6,8,7,7,6,6,9,8,8,7,6,5,6,8,B
2,6,7,8,10,4,5,6,6,7,10,3,1,2,2,1,G
1,6,7,9,8,5,7,2,10,7,8,4,2,2,3,4,S
5,4,6,8,7,8,6,3,10,9,7,6,5,6,6,12,D
3,5,8,7,7,4,6,5,6,7,8,4,3,4,3,2,R
0,0,1,8,7,0,6,5,0,0,8,3,1,3,7,10,L
4,6,6,10,7,7,1,6,7,7,11,4,8,3,9,6,P
3,6,6,7,11,2,2,6,7,4,10,1,0,1,0,0,K
1,7,7,8,9,3,7,2,11,7,8,3,1,2,2,3,E
7,9,8,11,9,6,5,4,9,6,7,7,5,7,5,10,H
4,6,8,10,4,5,6,4,10,7,5,7,4,8,6,11,Y
3,7,7,8,8,3,6,3,10,7,8,9,7,6,7,9,H
5,3,4,7,8,5,5,4,11,11,10,8,4,10,8,14,G
0,2,4,7,9,2,7,1,8,7,8,2,1,1,2,3,L
5,7,9,9,6,2,5,5,7,7,5,5,3,4,4,5,N
6,6,7,8,8,4,7,6,7,8,7,5,4,4,4,2,H
3,13,8,10,8,0,2,4,6,9,8,4,1,2,4,3,V
3,2,4,8,8,3,1,3,7,7,8,6,4,5,7,9,A
6,11,12,11,8,3,3,2,9,3,6,8,5,8,8,11,V
2,6,8,8,8,9,6,7,7,8,8,4,3,3,5,7,S
5,6,7,7,8,8,5,5,10,6,9,5,4,7,6,10,B
1,10,11,11,4,2,8,2,12,5,4,5,3,5,8,11,T
7,8,4,8,8,5,3,5,7,8,8,6,9,4,9,6,Y
2,5,7,9,9,3,4,6,6,8,9,3,2,2,2,2,Q
4,6,7,7,6,7,5,5,7,9,6,5,8,4,6,8,D
7,9,10,10,8,1,2,2,7,6,8,6,5,4,6,8,W
3,6,6,8,8,4,5,7,6,8,8,3,1,2,2,1,Q
6,5,7,7,8,4,6,2,10,7,7,7,5,7,8,14,K
2,6,7,8,8,6,9,3,6,7,8,4,2,3,3,2,X
4,6,6,8,10,7,3,5,7,8,9,6,5,4,5,7,E
0,6,7,8,7,8,8,5,5,8,8,5,4,4,6,8,S
5,5,7,9,7,4,8,2,11,8,7,10,6,9,9,15,X
0,10,13,8,8,0,5,0,7,7,8,3,2,2,4,6,T
4,5,7,8,7,6,6,6,6,7,10,7,6,5,7,9,R
3,9,8,9,9,2,8,6,9,4,4,5,2,5,5,7,U
3,6,6,9,8,11,3,4,11,9,7,5,4,6,11,7,Z
4,3,5,6,8,6,3,3,10,11,12,5,4,3,5,6,K
9,8,8,9,8,0,2,5,7,6,8,8,4,5,8,11,W
5,6,8,7,10,5,7,4,7,5,7,7,8,6,7,9,T
0,6,7,8,8,1,7,0,13,7,8,2,1,1,3,4,I
1,8,4,6,13,0,3,9,12,11,8,2,1,1,4,3,J
4,9,9,9,9,4,6,3,10,5,7,8,5,6,5,7,H
1,4,10,10,3,3,3,5,10,7,8,4,2,2,2,3,P
0,8,10,10,5,3,4,4,10,5,7,3,2,2,3,4,P
6,7,9,9,8,1,5,6,7,7,7,8,5,6,8,11,N
0,6,7,8,8,2,7,1,7,7,8,0,0,1,2,3,I
3,6,7,8,11,3,3,6,7,3,11,4,3,3,5,7,K
3,6,6,8,10,5,2,6,8,8,9,4,5,4,8,6,Q
2,2,2,5,8,2,2,2,5,7,7,4,2,2,3,4,A
1,5,7,7,7,8,10,6,7,8,8,5,5,4,8,10,Z
0,7,6,9,10,9,10,6,5,7,8,4,2,3,7,9,S
2,2,5,7,7,6,5,3,9,11,9,7,6,5,10,8,Z
0,6,7,8,8,2,7,1,7,7,8,1,1,1,2,3,I
5,3,5,7,8,5,6,5,12,9,10,5,3,6,4,9,D
3,5,9,8,8,5,5,10,7,6,11,4,3,3,7,10,R
1,9,11,9,5,3,5,4,10,5,6,3,1,2,2,1,F
3,3,11,7,8,6,3,8,7,5,11,4,2,3,5,8,R
7,7,7,6,8,2,4,2,9,7,8,6,6,4,6,8,M
5,6,8,10,7,6,6,5,9,6,5,5,4,5,6,11,D
4,10,11,10,8,4,2,2,6,8,9,6,4,4,5,7,V
1,5,6,7,9,6,6,6,6,8,10,3,1,2,2,1,G
5,1,2,4,9,0,3,4,12,14,9,6,3,5,5,9,M
3,6,10,10,4,7,5,3,11,7,6,5,4,6,7,12,F
1,2,3,6,4,1,9,6,2,5,5,4,2,3,4,6,L
7,6,7,9,11,10,2,6,7,7,6,7,8,5,8,11,G
5,8,7,10,8,4,2,4,8,7,8,5,5,3,5,7,V
3,3,6,8,6,5,5,5,12,10,10,4,2,6,6,11,I
1,2,3,6,7,2,6,3,7,8,8,3,2,2,4,6,L
4,3,5,6,6,4,8,3,11,11,9,9,6,7,8,10,D
3,5,6,8,8,5,8,8,6,8,8,8,4,6,9,10,Q
3,7,7,8,8,7,8,3,6,8,9,5,4,3,7,9,X
5,5,6,6,8,5,7,3,10,7,7,11,7,8,8,11,H
6,6,7,9,8,6,4,3,7,7,6,5,5,3,4,6,R
2,6,7,8,8,3,6,7,7,8,8,2,1,2,1,1,O
2,9,11,12,4,2,5,4,11,6,5,4,2,4,5,7,T
6,7,6,9,8,7,4,5,7,9,7,4,5,3,5,7,B
1,12,9,11,9,2,7,1,9,5,7,8,4,5,7,9,Y
7,9,8,12,8,0,0,4,6,7,8,6,4,4,5,7,W
5,9,9,6,10,4,7,2,10,4,5,10,6,7,8,10,K
1,6,11,10,5,4,3,9,9,5,8,4,2,3,4,3,P
0,6,8,8,8,7,11,3,8,7,7,4,3,3,6,8,Z
5,7,9,7,9,3,4,3,10,5,6,8,5,8,5,10,H
3,2,4,6,7,6,4,4,7,7,8,6,3,7,9,15,S
0,6,7,8,8,1,7,1,13,7,8,2,0,1,2,3,I
4,9,8,9,9,4,7,3,10,5,6,9,7,6,6,8,H
8,7,7,6,9,2,5,5,6,7,8,7,7,5,6,9,M
1,6,6,7,9,10,7,2,7,7,8,5,5,4,5,7,Z
1,12,11,11,8,0,2,2,5,10,8,4,2,3,4,6,Y
0,1,4,7,6,1,7,4,2,4,6,2,1,2,2,1,L
7,7,9,7,9,3,4,2,7,7,8,5,5,4,6,6,A
6,11,10,10,9,1,3,2,10,2,7,5,4,5,6,8,W
1,10,9,10,5,4,9,1,10,5,3,6,3,6,5,7,Y
6,6,9,9,5,5,5,1,9,7,2,9,9,5,8,10,F
0,0,1,8,6,0,6,5,0,0,8,3,1,2,4,6,L
7,7,6,6,8,2,4,6,6,8,7,4,3,3,3,4,M
3,10,8,9,10,1,6,6,8,5,7,3,1,2,2,1,U
5,1,5,7,6,5,4,2,5,7,5,9,6,5,7,10,A
2,6,7,8,6,2,5,8,6,6,8,1,1,1,1,0,D
0,11,11,8,8,2,4,4,11,1,7,4,2,3,5,7,F
3,6,7,8,8,6,8,4,6,7,8,4,3,2,6,8,X
3,10,9,9,9,1,8,6,8,6,8,6,3,4,5,7,U
8,4,6,6,7,2,5,2,9,10,8,9,7,6,8,10,M
11,6,7,8,8,5,4,4,6,7,5,8,11,6,8,9,M
1,7,8,9,13,4,7,7,8,6,10,3,2,2,3,5,C
2,5,7,8,5,3,7,9,6,5,8,5,5,5,7,9,D
8,7,8,9,8,6,1,5,7,7,10,6,8,5,6,9,O
5,8,5,9,9,6,2,4,8,8,8,6,10,4,10,7,Y
8,9,10,11,8,1,3,2,7,7,8,8,6,5,6,9,W
3,9,8,9,11,6,3,6,8,8,7,4,4,4,9,7,Q
2,6,7,8,8,2,4,6,7,7,8,2,1,1,1,1,O
5,6,6,6,7,3,4,5,5,8,5,7,5,8,7,13,U
3,6,4,7,11,7,5,3,11,8,8,8,5,8,7,13,L
7,9,6,6,8,0,1,11,6,8,8,4,3,3,5,7,M
3,8,6,10,5,4,4,4,9,7,4,6,4,7,5,10,Y
2,10,9,9,11,3,8,6,12,4,6,7,3,6,8,10,C
0,6,7,8,8,6,10,3,8,7,8,2,0,1,0,0,Z
0,4,6,7,9,1,5,2,12,10,7,2,1,1,2,3,J
6,4,7,6,5,9,6,3,7,9,8,6,6,4,7,9,X
0,7,6,8,13,7,9,5,7,3,9,3,3,3,5,7,E
2,7,7,9,10,3,5,5,10,7,10,2,1,1,1,3,G
0,0,4,7,9,1,8,2,2,2,6,5,3,4,6,8,L
0,6,7,8,8,2,7,1,7,7,8,0,0,0,2,3,I
3,1,3,6,8,3,3,3,7,7,8,4,2,2,6,4,A
4,5,7,7,8,4,9,2,9,7,8,7,4,7,7,13,X
0,2,1,8,5,0,4,6,0,2,8,2,0,1,1,0,L
2,9,11,12,5,2,7,3,11,5,4,6,4,6,6,8,T
2,8,12,8,4,3,7,3,12,4,3,6,2,7,5,10,T
2,8,7,10,13,3,6,5,11,6,9,5,3,4,4,6,C
7,9,6,6,8,0,0,10,7,8,8,3,1,2,1,0,M
5,4,7,8,7,4,6,3,10,9,9,8,5,5,5,7,H
3,4,7,7,7,4,5,4,9,9,9,4,3,2,3,5,R
5,7,8,9,7,2,5,5,7,7,6,5,3,4,4,2,N
0,4,4,7,11,0,3,5,12,12,8,1,0,0,1,0,J
0,6,8,8,8,1,7,0,13,7,8,4,3,3,7,9,I
0,6,7,8,8,8,14,3,9,7,8,4,2,3,4,6,Z
8,8,8,9,8,0,1,4,7,8,8,6,3,4,6,4,W
1,1,4,6,7,1,6,4,3,4,6,3,3,2,5,7,L
2,7,7,9,11,4,6,7,10,6,9,5,3,5,6,8,G
3,6,7,9,7,8,3,5,9,8,8,4,3,5,6,11,G
0,6,7,8,8,3,7,0,7,7,8,2,4,2,8,11,I
3,6,7,8,8,4,8,8,7,8,8,4,2,3,4,3,O
3,6,7,8,8,4,4,4,7,7,8,4,1,3,4,7,X
2,6,9,8,7,5,8,3,13,6,5,6,2,7,4,9,T
1,6,13,10,3,4,2,8,10,4,8,5,3,5,6,4,P
3,4,5,8,8,4,7,8,7,8,8,4,2,3,5,6,Q
3,9,9,7,9,6,7,8,5,8,10,7,4,5,8,10,Q
3,6,7,8,5,6,6,5,7,8,9,6,8,5,8,11,B
3,6,8,9,6,8,3,3,8,7,7,4,3,5,4,9,G
3,13,8,10,8,0,2,4,6,8,8,4,1,2,4,3,V
1,6,14,10,3,4,1,8,11,4,8,6,3,6,7,10,P
7,6,7,7,8,3,6,5,7,7,8,8,6,6,8,10,D
2,7,6,10,12,4,6,6,10,6,10,7,6,7,8,11,G
1,12,11,11,7,0,2,3,10,5,8,6,1,3,6,9,Y
0,1,4,6,10,3,8,2,6,5,7,5,3,3,6,9,L
0,2,4,7,9,2,7,2,7,7,8,2,1,1,2,3,L
1,6,7,9,15,4,10,7,8,6,9,6,2,5,8,5,C
1,6,7,8,9,6,10,2,12,8,8,6,3,3,4,5,Z
2,1,3,6,8,3,2,2,8,9,7,6,3,4,5,7,A
4,11,10,9,7,5,2,3,9,5,8,7,4,5,7,10,V
2,5,7,8,8,4,8,2,11,8,10,5,3,3,4,5,E
3,4,6,8,8,3,5,8,6,7,7,4,4,3,7,9,O
3,4,8,7,7,4,5,4,9,9,11,7,7,5,8,11,R
1,7,10,9,5,1,5,3,13,6,7,4,1,2,1,3,F
2,4,3,6,13,6,4,3,11,8,8,5,2,6,4,9,L
2,7,7,8,9,5,3,7,6,8,9,3,3,2,4,3,Q
1,6,7,9,8,6,10,2,12,7,8,6,3,4,5,7,Z
3,5,7,8,11,3,2,7,7,3,10,4,2,4,6,9,K
3,5,7,8,7,3,4,7,6,7,7,4,3,3,4,6,O
5,7,7,9,7,10,4,5,7,8,12,6,7,4,6,7,S
1,6,13,10,3,4,1,8,11,4,8,4,2,3,4,7,P
0,1,0,8,5,0,6,6,0,0,8,5,2,5,8,11,L
3,7,7,8,11,6,9,7,7,6,8,4,4,3,6,8,E
5,6,6,7,9,7,4,3,7,6,9,5,5,3,5,7,K
5,2,2,6,7,6,2,1,6,8,7,6,5,4,7,9,A
2,5,9,9,5,3,7,1,14,8,9,8,5,6,7,9,F
9,6,7,6,8,2,5,2,9,8,8,9,7,6,6,8,M
2,4,7,8,6,6,7,3,10,9,11,8,6,5,8,10,B
4,12,9,7,12,4,7,3,11,3,5,9,5,6,7,9,K
5,6,8,9,6,0,5,2,10,7,7,5,2,3,3,4,N
3,7,5,8,11,6,5,3,12,7,9,5,3,5,6,11,L
2,5,8,7,6,4,4,5,6,7,8,3,2,2,3,4,R
6,8,9,10,7,6,2,3,6,9,4,8,10,6,9,7,P
3,5,8,8,8,0,1,12,7,7,8,4,4,3,6,8,H
1,10,11,11,5,1,5,3,11,3,6,2,1,2,2,3,Y
3,3,11,7,8,6,4,9,7,6,11,6,3,5,7,5,R
3,4,6,8,7,3,6,3,10,9,9,7,5,5,4,6,H
1,6,13,10,2,3,2,7,12,5,8,6,4,4,6,8,P
7,5,6,7,9,6,6,1,9,8,9,11,9,8,8,11,K
1,4,6,6,9,2,5,2,11,9,5,5,5,4,8,11,J
3,6,6,8,9,4,5,8,7,8,5,6,6,5,6,9,U
2,8,8,9,10,4,2,5,7,8,8,3,2,2,4,3,Q
2,6,6,8,11,5,8,9,6,7,11,5,3,4,8,11,G
4,4,8,8,8,5,7,4,6,7,5,5,5,4,5,6,D
6,7,7,8,8,8,4,5,7,8,3,7,7,5,8,11,Y
2,8,8,10,14,4,6,7,9,5,10,5,4,4,6,9,C
3,6,6,8,11,2,2,7,7,3,11,3,1,3,4,3,K
8,9,11,11,7,2,3,3,9,4,6,8,5,8,6,8,W
1,8,9,8,14,4,6,6,6,4,10,5,3,3,7,10,C
3,7,8,7,9,5,7,8,5,8,10,6,3,5,7,8,Q
3,5,8,8,8,0,1,13,7,7,8,5,4,5,6,8,H
4,5,7,8,10,5,6,9,7,8,5,7,5,6,9,11,O
4,5,10,11,3,5,3,4,12,7,7,6,4,6,5,10,P
7,6,6,10,8,8,5,5,7,7,9,8,10,6,8,9,V
5,6,9,7,6,4,7,4,13,8,6,9,5,6,8,11,F
3,9,8,8,10,3,7,2,10,5,7,7,4,5,6,8,K
4,6,8,7,6,8,4,5,7,9,6,5,8,3,7,9,D
3,6,7,8,8,4,8,8,7,7,8,5,2,4,4,3,O
3,12,9,9,9,1,9,6,13,4,7,9,3,9,8,10,U
6,2,6,8,7,0,4,4,13,9,7,8,3,7,4,9,N
1,11,10,11,7,2,7,2,11,3,5,7,4,7,7,9,Y
2,5,8,7,7,4,7,4,10,7,8,4,3,4,5,7,S
2,5,6,10,9,5,7,7,12,8,9,5,2,8,8,13,C
5,6,6,9,11,3,4,3,8,7,8,5,6,4,6,8,C
0,6,7,8,8,0,4,4,7,7,8,0,0,2,7,5,I
1,9,11,10,6,3,6,3,11,4,6,4,3,3,4,5,F
3,6,7,8,8,4,4,4,7,7,8,5,1,4,5,8,X
3,4,7,8,10,6,9,6,6,6,9,5,5,4,7,10,E
6,7,7,8,5,3,7,6,7,7,7,5,5,4,8,10,D
2,7,7,9,8,9,5,7,7,8,8,3,2,2,3,4,S
2,5,6,8,11,6,9,8,6,8,10,6,3,5,8,10,G
9,6,9,8,6,9,3,5,7,8,7,7,9,5,7,9,H
3,5,8,8,8,0,1,14,7,7,8,3,2,3,4,7,H
9,7,8,11,8,6,3,7,7,8,4,6,9,5,9,7,Y
0,0,1,8,6,0,6,6,0,0,8,3,1,3,6,4,L
6,6,7,9,8,0,1,13,6,7,6,6,6,5,8,10,N
2,6,9,8,6,6,6,5,10,7,8,5,4,4,4,6,B
8,8,8,10,7,4,4,2,10,5,4,7,7,4,7,9,F
4,7,7,7,9,5,7,6,9,6,5,6,5,5,6,6,O
8,9,7,6,8,0,2,12,7,7,8,6,4,5,8,5,M
1,4,6,8,8,5,7,3,10,9,10,4,1,2,2,3,S
3,5,8,8,8,0,1,13,7,7,8,5,4,4,7,9,H
1,4,9,10,3,3,4,3,12,8,8,4,2,2,3,4,P
4,6,7,8,8,0,0,11,5,7,8,2,0,1,1,0,N
3,6,5,10,9,3,4,4,13,9,8,6,3,6,6,11,S
1,5,7,8,6,4,5,2,10,8,9,4,2,2,1,3,B
1,6,8,9,8,7,7,5,10,7,8,5,2,7,5,10,E
1,9,2,6,14,0,3,11,12,11,8,4,1,3,6,4,J
0,6,6,8,8,9,9,5,5,8,8,5,3,4,6,4,S
2,2,2,6,8,3,2,2,7,8,6,4,2,2,4,6,A
3,6,7,8,8,6,9,3,6,7,8,4,2,3,3,4,X
3,6,7,8,8,7,9,4,6,7,7,6,4,4,8,10,X
6,6,9,8,6,1,6,6,7,7,6,6,4,4,5,7,N
3,14,8,9,8,0,2,4,7,8,8,5,1,3,4,6,V
7,5,7,11,8,9,4,7,7,7,8,10,13,8,8,11,M
7,5,8,5,7,8,5,4,9,8,7,7,6,8,6,12,B
3,5,7,7,8,6,5,5,7,6,12,5,4,3,4,6,H
2,6,8,8,7,9,5,6,7,8,8,3,2,3,2,4,S
5,8,7,9,8,3,5,3,7,8,6,6,4,4,4,5,A
3,5,5,8,7,9,3,3,6,7,3,5,6,3,5,7,S
7,10,10,10,8,1,3,3,10,3,7,7,3,6,4,5,W
6,8,9,10,7,6,2,3,6,8,4,6,9,5,10,8,P
3,7,8,9,10,5,2,7,5,8,9,3,3,2,6,5,Q
3,6,8,8,6,7,8,3,6,7,7,4,2,2,4,6,X
0,0,1,8,7,0,6,5,0,0,8,3,1,2,6,4,L
3,12,8,8,11,4,9,4,12,4,5,11,5,8,8,10,K
3,5,8,8,7,9,7,10,7,6,10,5,4,5,8,11,B
3,7,7,8,9,3,7,3,10,7,7,8,5,6,5,7,H
3,8,10,10,12,8,3,6,4,9,12,6,6,5,9,7,Q
1,8,10,10,3,4,5,6,10,5,6,6,4,4,6,9,P
4,1,6,5,6,4,6,3,11,11,10,8,5,5,6,9,R
4,4,11,10,4,4,3,5,12,6,8,6,3,8,5,10,P
2,7,6,9,7,8,7,9,6,7,9,4,3,3,5,7,B
2,2,3,6,8,1,0,2,7,8,8,2,0,1,0,0,A
2,2,4,7,8,1,0,2,6,7,7,4,2,3,5,7,A
3,6,7,8,11,2,1,8,7,5,11,2,0,2,1,1,K
2,6,7,8,5,3,7,6,7,7,7,4,2,3,2,1,D
4,7,7,10,10,8,6,3,8,6,10,4,5,3,6,8,E
5,7,9,9,7,5,0,4,8,8,7,4,6,3,6,4,P
3,11,9,9,10,1,7,6,9,4,8,7,5,5,8,11,U
3,6,7,8,8,9,3,8,7,8,3,8,9,6,9,11,A
2,3,5,7,7,4,4,0,6,8,5,6,5,3,7,9,A
3,10,9,8,9,4,9,2,10,5,6,9,4,6,8,10,X
0,6,8,8,6,9,9,6,5,8,7,5,3,4,7,9,S
3,6,7,8,5,4,8,10,6,5,8,4,2,4,6,4,D
2,7,8,8,8,3,8,1,10,7,7,5,2,3,2,3,X
1,7,9,9,8,7,8,6,10,6,8,5,3,7,6,11,E
3,11,9,9,9,1,8,6,12,3,7,9,4,8,8,10,U
3,8,8,7,14,4,6,5,9,4,8,5,3,4,6,8,C
8,6,7,9,9,6,9,5,9,5,1,10,7,9,8,11,U
5,9,10,11,7,1,2,3,9,5,7,4,2,3,2,3,W
0,6,7,8,8,3,7,0,7,7,8,1,2,1,6,8,I
12,6,8,11,8,9,2,5,7,7,12,9,11,7,7,10,O
3,8,9,7,7,4,5,3,13,5,7,7,4,7,8,15,S
2,1,5,7,8,1,0,3,6,8,8,7,4,5,7,9,A
2,6,6,8,9,6,8,7,6,7,11,5,2,4,6,4,G
5,6,8,9,7,10,4,4,7,7,8,6,7,4,9,8,F
3,6,6,8,10,3,6,1,10,7,8,5,2,3,3,4,K
1,7,8,9,10,7,10,5,7,6,8,4,3,3,4,6,Z
2,7,8,8,9,4,8,2,11,7,8,4,2,2,3,4,E
5,10,8,11,5,6,8,2,8,6,3,7,4,7,8,11,Y
3,10,8,9,9,0,7,6,7,6,8,5,2,4,3,5,U
2,11,11,11,8,1,3,2,10,3,8,5,3,5,5,7,V
6,8,9,7,8,2,4,2,9,6,7,7,4,5,6,8,N
3,12,6,9,9,0,4,10,7,8,8,3,2,3,5,7,U
3,9,9,9,11,7,3,5,7,7,8,4,4,4,7,6,Q
6,6,7,8,6,6,5,6,7,8,10,5,7,4,7,10,B
2,4,7,9,5,4,6,3,13,9,10,4,2,5,6,10,I
1,5,6,7,6,8,11,6,7,8,8,6,4,5,7,9,Z
4,3,6,9,7,4,7,3,10,10,10,8,5,6,6,8,H
0,6,7,8,8,6,10,2,8,7,8,2,0,1,1,0,Z
5,8,10,9,11,4,5,8,5,7,7,6,4,5,5,7,O
5,6,8,9,7,5,4,4,7,7,4,6,6,4,5,7,N
3,7,8,8,10,4,8,9,6,8,8,6,3,4,8,10,O
0,4,5,6,10,1,7,3,15,9,7,7,3,6,8,11,J
4,3,3,5,9,3,2,1,8,11,8,6,4,3,7,9,A
7,8,7,10,9,7,4,3,8,6,6,8,9,5,8,11,N
8,8,9,11,6,6,2,3,8,7,5,8,8,6,9,6,P
3,5,6,8,8,3,4,8,9,8,8,5,5,5,8,10,O
1,4,6,6,9,1,6,2,12,10,7,4,2,2,4,5,J
3,9,5,8,8,8,4,6,6,8,4,6,5,4,5,7,Y
2,5,8,7,7,3,4,4,9,8,10,4,2,2,2,4,R
3,7,9,7,8,8,5,4,7,7,8,6,5,4,6,5,I
3,7,7,10,7,3,3,4,13,8,7,5,2,5,4,9,S
3,5,7,8,6,4,9,10,6,5,8,5,3,4,7,9,D
1,8,11,10,3,4,4,5,10,6,6,4,2,2,5,7,P
7,8,10,11,7,2,3,3,9,4,5,6,5,6,7,9,W
2,5,7,8,8,4,7,1,11,8,10,3,2,2,2,3,E
3,10,10,9,11,6,3,5,6,7,8,4,6,4,9,8,Q
2,1,5,7,8,3,0,3,7,7,8,5,4,4,7,10,A
2,6,7,8,5,7,6,6,7,8,10,5,4,3,4,6,B
1,9,11,10,4,2,7,3,11,5,5,4,1,3,2,3,T
7,7,6,8,8,6,3,6,7,9,4,5,7,4,7,5,Y
3,7,6,8,8,0,2,13,7,7,8,5,5,4,6,8,H
5,1,6,8,4,1,5,4,10,11,7,8,4,5,6,9,N
3,14,5,9,8,0,5,14,7,7,8,5,2,4,8,5,U
1,9,11,9,5,3,5,3,11,5,6,2,1,2,1,3,F
4,7,7,6,8,8,9,4,6,8,9,6,4,4,7,9,X
3,5,8,8,8,4,7,6,7,8,7,8,9,5,8,11,H
2,6,7,8,8,2,4,7,7,7,7,2,1,2,2,1,O
1,10,10,11,5,3,7,2,10,5,5,4,2,3,3,4,Y
2,8,7,8,10,5,6,6,9,5,9,6,4,6,6,9,G
3,6,5,8,9,6,5,8,6,8,10,7,6,5,9,8,Q
3,11,6,10,8,0,4,10,7,7,8,1,0,1,0,0,U
4,7,3,8,11,7,4,4,12,9,9,7,5,7,8,15,L
3,9,9,8,9,7,4,7,6,8,10,6,5,4,8,9,Q
2,1,4,6,8,1,1,2,7,8,8,4,2,2,5,7,A
7,9,8,11,8,0,1,4,7,7,8,7,6,4,7,9,W
2,5,9,8,7,9,8,10,7,7,10,5,4,5,8,5,B
1,2,2,6,8,2,2,2,8,8,7,3,1,1,2,1,A
